titleId,imdbUrl,originalTitle,titleType,releaseYear,runtimeMinutes,isAdult,imdbRating,numberOfVotes,allCountries,mainCountry,allLanguages,firstLanguage,englishTitle,topFiveActors,directors,writers,plotShort,plotMedium,plotLong,genres,keywords,production,tmdb_id,budget,revenue,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,original_language,tagline,status,spoken_languages,production_countries,aggregateRating,totalVotes,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,ml_rating_count,ml_rating_mean,ml_rating_std,ml_rating_median,ml_rating_0_5,ml_rating_1_0,ml_rating_1_5,ml_rating_2_0,ml_rating_2_5,ml_rating_3_0,ml_rating_3_5,ml_rating_4_0,ml_rating_4_5,ml_rating_5_0,ml_tags,arthouse_score,arthouse_reasoning,is_arthouse_rule,arthouse_source
tt0491971,https://www.imdb.com/title/tt0491971/,Das deutsche Volkslied,movie,1915.0,,False,,,DE,DE,zxx,zxx,,"Konrad Gebhard, Sartory","Heinrich Reichmann, Max Schulte","Heinrich Reichmann, Max Schulte",,,,,,Hammonia Film Company,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Early experimental cinema, non-commercial German production, avan",False,llm_only
tt0293466,https://www.imdb.com/title/tt0293466/,"Novo, novo vrijeme",movie,2001.0,54.0,False,7.9,86.0,HR,HR,qbo,qbo,,"Goran Bare, Drazen Budisa, Radimir Cacic, Zlatko Canjuga, Silvije Degen","Rajko Grlic, Igor Mirkovic, Ivan Mirkovic",,"In December 1999, the presidential race in Croatia is in it's peak. Chances are split evenly between the contenders and the fight is getting really nasty. Whoever wins will shape the Croatian future in the first years of the 21st century.",,,Documentary,"politics, 1990s, yugoslav wars, croatian politics, repetition in title",Motovun Film Festival,830792.0,0.0,0.0,0.0831,0.0,0.0,hr,,Released,Croatian,HR,7.9,91.0,7.0,0.0,0.0,1.0,3.0,1.0,19.0,17.0,14.0,29.0,,,,,,,,,,,,,,,,7.0,Documentary examining political process with observational depth ,True,rule_only
tt1173745,https://www.imdb.com/title/tt1173745/,Revanche,movie,2008.0,121.0,False,7.5,16368.0,AT,AT,"de, ru",de,Revanche,"Johannes Krisch, Irina Potapenko, Andreas Lust, Ursula Strauss, Johannes Thanheiser",Götz Spielmann,Götz Spielmann,Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.,,,"Crime, Drama, Romance, Thriller","begging for sex, cheating wife, adulterous wife, middle aged woman, unfaithful wife, child's room, man and woman shower together, chopping wood, kitchen, lawn mower, shared shower, taking a shower, man and woman in shower, pizza, eating pizza, stand and carry sex position, eating in bed, eating nude, prostitute, bed, police, pimp, pimping, motorcycle, riding a motorcycle, barn, motorcycle helmet, cigar smoking, motorbike helmet, tattoo on back, barbecue, barbecue grill, barbecue food, barbecue party, drinking from a bottle, taxi, breakfast, masked man, ski mask, man wears a ski mask, car theft, high heels, bank robber, beer, drinking beer, beer bottle, drinking beer from a bottle, white wine, cheating, extramarital affair, adulteress, missionary sex position, missionary sex, missionary position, kiss, rain, woods, sex on a table, man hides under a bed, man rides a motorbike, man rides a motorcycle, tattooed man, revenge, girl, female topless nudity, sex standing up, marital infidelity, robber wears a ski mask, cuckolded husband, sex scene, cuckold, mature content, brief male frontal nudity, broken glass, old man, conscience, dinner table, casual sex, man punches a man, female full frontal nudity, female frontal nudity, ukrainian, hairy chest, alcohol consumption, man hits a man in his face, older man young woman friendship, pubic hair, supermarket, cocaine, unwelcome guest, crying man, father son relationship, male rear nudity, unwanted person, whore, shot to death, crisis of conscience, pointing a gun, wine, unwelcome visitor, guilty conscience, female rear nudity, female pubic hair, man hits a man, cow, hairy chested male, drug use, ukrainian woman, crying, wood chopping, sex worker, bare chested male, woman shot to death, accidental death, smoking, male frontal nudity, pang of conscience, brief male full frontal nudity, male full frontal nudity, ex convict, robbery, robbing a bank, playing accordion, barbeque grill, gun held to head, slapped in the face, hiding under a bed, fellatio, sex in a shower, mowing a lawn, masturbation, written by director, shot in the back, nudity, handgun, accidental shooting, shower, sex, photograph, male nudity, killed by a policeman, forest, female nudity, falling into water, shopping, shooting range, remote, remorse, pregnancy, police officer, pistol, love, lake, jogging, hotel, gun, guilt, getaway, countryside, brothel, bank, adultery, accordion, accordion player, one word title, vengeance, unfaithfulness, shooting, prostitution, policeman, husband wife relationship, grandfather grandson relationship, farm, bank robbery, cigarette smoking, axe","Janus Films, Movienet, Cineworx, Artplex Attica, Amstelfilm, Art Servis, Arthaus, Artificial Eye, Continental Film, Fandango, Filmgalerie 451, Filmladen, Janus Films, MK2 Diffusion, New Star, Rialto Distribution, Special Broadcasting Service (SBS), Rialto Entertainment, Vadi Van Kris, Alfa Films, Mozinet, Russian Report, Filmfreak Distributie, HBO Max, Laptv, The Criterion Channel, The Criterion Collection, The Criterion Collection, Prisma Film- und Fernsehproduktion, Spielmannfilm, Filmfonds Wien, LISTO MediaServices Cine + TV Postproduction, The Match Factory",15451.0,0.0,0.0,0.9233,7.169,248.0,de,Whose fault is it if life doesn't go your way?,Released,"German, Russian",AT,7.5,17142.0,185.0,108.0,139.0,247.0,677.0,1670.0,4474.0,5829.0,2519.0,1294.0,,,,,,,,,,,,,,,,8.0,"Austere crime drama with formal restraint, psychological depth, f",False,llm_only
tt21986574,https://www.imdb.com/title/tt21986574/,Vincent Peirani Quintet : Living Being,movie,2015.0,,False,,,FR,FR,fr,fr,,"Emile Parisien, Vincent Peirani","Geoffrey Lachassagne, Gilles Le Mao",Geoffrey Lachassagne,,,,Music,,La Huit Production,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Experimental music documentary, minimalist form, avant-garde sens",False,llm_only
tt6423562,https://www.imdb.com/title/tt6423562/,Fasandræberne,movie,2014.0,119.0,False,7.1,26699.0,"DK, DE, SE, NO",DK,"da, en, fr",da,The Absent One,"Nikolaj Lie Kaas, Fares Fares, Pilou Asbæk, David Dencik, Danica Curcic",Mikkel Nørgaard,"Nikolaj Arcel, Rasmus Heisterberg, Jussi Adler-Olsen, Mikkel Nørgaard","The murder of young twins initially implicates a group of upper class students as the killers, though the case takes a turn or two from its starting point.","Rugged and irritable Carl Morck (Nikolaj Lie Kaas) and his colleague, the Syria-born Assad, run the cold-case division of the Copenhagen police. After a desperate appeal to Morck about the unsolved killing of his own teenage children, an ex-cop commits suicide. This leads the detective pair on a twisted mission to discover what really happened in the 1990s at one of the country's poshest boarding schools. Director Mikkel Norgaard reunites with lead stars Kaas and Fares to portray this taut fiction which again alternates deftly between the past and present.",,"Crime, Drama, Mystery, Thriller","female nudity, pet cat, police protagonist, police station, cigarette smoking, twins, murder, sex standing up, zebra, based on novel, false accusation of rape, campfire, bathtub suicide, office party, sleeping on a couch, police partner, police department, younger version of character, suicide by slashing one's wrists, cold case team, sequel, sex in a bathroom, rape and murder, ski mask, head butt, missing person, forest, bag over head, tycoon, 1990s, copenhagen denmark, private boarding school, rear entry rape, 911 call, boyfriend girlfriend relationship, implied rape, 20 years ago, mummified remains, recreational drug use, husband learns of wife's infidelity, bdsm, father son estrangement, masked attacker, setting someone on fire, orgasm, trophy hunting, exotic animal, emergency room, attorney, collecting human trophies, extramarital affair, metal pipe as weapon, husband wife estrangement, concussion, jumping out window, sedative gun, escape from jail, shootout, staged suicide, making someone puke, blood pool, suicide at gunpoint, shot in shoulder, burned to death, murder suicide, student seduces teacher, extreme violence, psychopath, female sociopath, scandi noir crime, head smashed with a sledgehammer, cigarette, girl on top, vomiting, rape, detective, boarding school, suicide, cold case, police, nude girl, nordic noir, hunting party, hunting rifle, danish culture, kiss on the lips, having loud sex, physics teacher, heavy breathing, teacher student sex, sex with a teacher, sex in bed, seduction, teenage sexuality, framing someone, conspiracy, sex against a wall, kissing while having sex, teenage girl, black bra, kissing someone's neck, kiss, dirty talk, moaning woman, vengeance, revenge, police investigation, homeless woman, cover up, drug overdose, beating, assault, police detective, danish police, denmark, sociopath, intrusion, hiding, rape accusation, firearm, flashback, bathtub, blood, dead body in a bathtub, smoking marijuana, interracial friendship, one word title","Sundance Selects, Aerofilms, Aexea, Magnet Communications, NFP Marketing & Distribution, Vertigo Média Kft., Vértigo, Wild Bunch Distribution, Film1, Madman Entertainment, Nordisk Film Distribution, Russkii Reportazh, Warner Home Video, Warner Home Video, Zweites Deutsches Fernsehen (ZDF), Zentropa Entertainments, Zentropa Entertainments, Zentropa International Sweden, TV2 Danmark, Zweites Deutsches Fernsehen (ZDF), ZDF Enterprises, TV4, TV2 Norge, Film i Väst, Det Danske Filminstitut, Eurimages, Deutscher Filmförderfonds (DFFF), Schleswig-Holstein Film Commission, MEDIA Programme of the European Union, ABC Tiertraining, Actors in Scandinavia, Afdeling O.C., Aigle, Art Management, Audi, Avis Car Rentals, Bbo Subtitulado, Bo-Ex Furniture, Brust oder Keule Filmcatering, Car Motion Service, Craftsmen, Deutsches Filmorchester Babelsberg, EF Rental Trollhättan AB, Electric Parc, Engelbrecht Construction, European Collection Agency, Gaengeviertel, Ghost VFX, Have PR, JP/Politikens Hus, JS Revision, K&S-Bühnen- und Kulissenbau, Kameraudlejningen, Kassen, Klippegangen, Københavns Kommune, Københavns Politi, Lindberg Management, Lysudlejningen, Maddels Cameras, Mainstream, Mecon Media Concept, Media Insurance Brokers (MIB), MovieScore Media, Nicolette Stoltze Jewellery, Nykredit, Panorama Agency, Prophecy FX, Proud & Perverted, Rønneholt parken, Scoring Stage Babelsberg, Steg stadterneuerung- und stadtentwicklungsgesellschaft hamburg, Stiftung Hamburg Maritim, TV2 Nyhederne, Teamfest, Visual Icon, We Do Food, Zentropa Entertainments, Zentropa Post Production, Zentropa Post Production, Ghost VFX",,,,,,,,,,,,7.1,28784.0,177.0,92.0,164.0,385.0,1260.0,4155.0,11292.0,7494.0,2161.0,1604.0,,,,,,,,,,,,,,,,4.0,"Prestige crime thriller with genre conventions, limited formal ex",True,rule_only
tt0487454,https://www.imdb.com/title/tt0487454/,Metall,movie,1933.0,,False,,,"DE, SUHH",DE,,,,"Ivan Chuvelyov, Maksim Shtraukh",Hans Richter,"Pera Atasheva, Hans Richter",,,,Documentary,"year 1933, 1930s, 20th century, one word title","Mezhrabpomfilm, Prometheus-Film-Verleih und Vertriebs-GmbH",285169.0,0.0,0.0,0.129,0.0,0.0,en,,Released,,"DE, SU",,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Experimental avant-garde documentary, early cinema formalism pion",False,llm_only
tt0119040,https://www.imdb.com/title/tt0119040/,East Side Story,movie,1997.0,78.0,False,7.2,244.0,"FR, DE",FR,"de, ru, pl, ro, bg, cs",de,East Side Story,"Margarita Andrushkovich, Chris Doerk, Erich Gusko, Helmut Hanke, Barbara Harnisch",Dana Ranga,"Andrew Horn, Dana Ranga","A look at Communist musicals that strove to be ideologically correct - and entertaining, besides.","""That's Entertainment!,"" Communist style. A documentary about movie musicals produced during the height of the old Soviet bloc. Comrades drive tractors, sweep factory floors, feed farm animals, harvest crops, all the while singing their hearts out about the joys of socialism. Included are interviews with people involved in the making of some of these movies, as well as a film historian and nostalgic moviegoers.",,"Documentary, Music","f rated, filmmaking, communism","Kino Video, Istituto Luce, Kino International, Sherlock Media S.L., Salzgeber & Company Medien, Anda Film, Canal+, DocStar, Westdeutscher Rundfunk (WDR), Bundesfilmarchiv, Cine Service Berlin, Colour Film Services, Cul Company Köln, EMG Berlin, Filmmuseum München, Filmoteka Narodowa Polski, Filmové studio Barrandov, Filmstiftung Nordrhein-Westfalen, Interfilm, Konsum Genossenschaft, Kuratorium Junger Deutscher Film, Mosfilm, OKO-Film, Progress Film-Verleih, Romania Film, SFB Werbung GmbH, Sound Studio II Köln, Sound Vision",125025.0,0.0,0.0,0.0882,5.7,3.0,de,All Singing! All Dancing! All Marxist Musicals!,Released,"Bulgarian, Czech, German, Polish, Romanian, Russian","FR, DE",7.2,252.0,7.0,1.0,2.0,9.0,9.0,34.0,72.0,71.0,16.0,31.0,,,,,,,,,,,,,,,,7.0,"Documentary with experimental approach to cultural history, festi",True,rule_only
tt4935932,https://www.imdb.com/title/tt4935932/,Prima Donna,movie,2015.0,60.0,False,7.4,16.0,FR,FR,en,en,,"Cindy Sherman, Francesco Vezzoli, Rufus Wainwright",Francesco Vezzoli,,,"Rufus Wainwright staged a special performance of his traveling contemporary opera Prima Donna at the Odeon of Herodes Atticus, Athens on September 15, 2015. The opera featured a new film accompaniment directed by Francesco Vezzoli and starring Cindy Sherman as an aging soprano who hopes to pull off a comeback performance in Paris on Bastille Day. In the film, Sherman performs against the backdrop of the Théâtre des Variétés, Paris, in costumes originally worn by legendary soprano Maria Callas.",,Musical,,"Prima Donna, Petite Maison Production",595666.0,0.0,0.0,0.0868,0.0,0.0,en,,Released,"English, French",,8.0,17.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,8.0,"Experimental musical by established video artist, festival-orient",False,llm_only
tt0757935,https://www.imdb.com/title/tt0757935/,Söndrige sondre,movie,2004.0,58.0,False,,,SE,SE,sv,sv,,Sondre Kvevik,Daniel Halasz,Daniel Halasz,Söndrige Sondre is about the broken life of Sondre Kvevik - a man the Swedish society has labeled as schizophrenic.,,Söndrige Sondre handlar om det liv Sondre lever på grund av svenska psykvårdens övertygelse om att han lider av schizofreni. I 18 år har han förgäves kämpat för att bli av med tvångsvård och medicin han inte anser sig behöva. Filmen berättas ur Sondres lillebrors synvinkel. Han försöker ta reda på om vården varit nödvändig och om den gjort någon skillnad. Är Sondre verkligen sjuk eller är han offer för en stämpel som inte går att få bort? Sondre har gått sönder och hans bror vill veta varför.,Documentary,man,"Sveriges Television (SVT), Danny Boy Media",,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Documentary exploration of mental illness with auteur vision, fes",False,llm_only
tt0014014,https://www.imdb.com/title/tt0014014/,Eld ombord,movie,1923.0,86.0,False,6.8,158.0,SE,SE,zxx,zxx,Jealousy,"Jenny Hasselqvist, Matheson Lang, Victor Sjöström, Maria Di Zazzo, Ida Gawell-Blumenthal",Victor Sjöström,"Hjalmar Bergman, Victor Sjöström","A naval adventure that focuses on the rivalry among the crew, particularly the indignation wrought by the behavior of implacable Captain Steen. Dick, one of the sailors, is one of the most rebellious and draws up plans to exact vengeance.",,,"Drama, Romance",ship,"Silent Hall of Fame Enterprises, Gaumont, Svensk Filminspelning",210384.0,0.0,0.0,0.1582,6.1,7.0,sv,,Released,No Language,SE,6.9,169.0,3.0,0.0,1.0,3.0,12.0,29.0,45.0,28.0,7.0,41.0,,,,,,,,,,,,,,,,8.0,"Silent era auteur work with psychological depth, formal sophistic",False,llm_only
tt2276604,https://www.imdb.com/title/tt2276604/,"Bahrain, the Forbidden Country",movie,2013.0,52.0,False,8.2,28.0,"FR, BH",FR,en,en,,,Stéphanie Lamorré,,,"It is almost impossible to go to Bahrain when you're a journalist. This small Persian Gulf monarchy does not issue visas to the press. Cross the border illegally as Syria is not an option, Bahrain is an island. Nevertheless, since a year, every day, women and men go to demonstrate in the street, risking their lives, demanding more democracy and freedom. Every week people are arrested, tortured and killed by the police. I went as a tourist to Bahrain. Helped by various people, I stayed hidden from the Bahraini authorities which were looking for me. During one month the Bahraini helped me to stay hidden, hosting me, from house to house, to be able to testify of their terrible and oppressed lives.",,"Documentary, News",,NHK BS1,,,,,,,,,,,,8.2,30.0,6.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,4.0,9.0,,,,,,,,,,,,,,,,8.0,"Documentary on political repression, festival circuit, auteur per",False,llm_only
tt0263288,https://www.imdb.com/title/tt0263288/,La ducasse de Mons,movie,1926.0,,False,,,BE,BE,zxx,zxx,,,"Antoine Castille, A. d'Armentières",,,,,Documentary,"1920s, year 1926, 20th century, fair",Musée de la vie Wallonne,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Early experimental documentary, avant-garde sensibilities, formal",False,llm_only
tt4008814,https://www.imdb.com/title/tt4008814/,Filmer Obstinément: Rencontre avec Patricio Guzmán,movie,2014.0,100.0,False,6.8,13.0,FR,FR,"fr, es",fr,,Patricio Guzmán,Boris Nicot,,,,,Documentary,,Institut National de l'Audiovisuel (INA),314516.0,0.0,0.0,0.0214,0.0,0.0,fr,,Released,,,6.8,14.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,8.0,Documentary portrait of acclaimed auteur filmmaker exploring arti,False,llm_only
tt0324450,https://www.imdb.com/title/tt0324450/,Vinovna li e?,movie,1921.0,,False,,,BG,BG,"zxx, bg",zxx,,"Petko Chirpanliev, Vera Nabokova, Yordan Karafermanov, Ivan Ruev, Nikolay Kolitzov",Nikolai Larin,Nikolai Larin,"This film depicting the story of a peasant girl is in five art. The initial title of the film was to be: He that is without sin among you, let him cast the first stone.",,,,girl,Aktzionerno Druzhestvo Luna,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Soviet silent era experimental narrative, auteur-driven formal in",False,llm_only
tt0408320,https://www.imdb.com/title/tt0408320/,Várjá Vlagyimir,movie,2001.0,,False,,,HU,HU,hu,hu,,"Elemér Szûcs, Szabolcs Thuróczy, Zoltán Mucsi, József Szarvas",Tamás Buvári,"Samuel Beckett, Tamás Buvári",,,,"Comedy, Drama",,Inforg Stúdió,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Beckett adaptation, Hungarian auteur, experimental theatrical fou",False,llm_only
tt0060630,https://www.imdb.com/title/tt0060630/,La ligne de démarcation,movie,1966.0,92.0,False,7.1,934.0,FR,FR,"de, en, fr",de,Line of Demarcation,"Jean Seberg, Maurice Ronet, Daniel Gélin, Jacques Perrin, Stéphane Audran",Claude Chabrol,"Claude Chabrol, Claude Chabrol, Colonel Rémy, Colonel Rémy",1941. A little town in the Jura is cut in half by a river that forms the border between German-occupied France and the free zone.,,,"Drama, War","france, world war two, doctor, barber, smuggler, coffin, nazi occupation, occupied country, french resistance, french officer, demarcation line, count, countess, radio operator, captain, teacher, gestapo, wehrmacht, river, jura, demarcation, town","Kino Lorber, Compagnie Commerciale Française Cinématographique (CCFC), Filmes Castello Lopes, France 3, Netflix, Opening Distribution, Les Productions Georges de Beauregard, Rome Paris Films, Société Nouvelle de Cinématographie (SNC)",70293.0,0.0,0.0,0.856,6.176,34.0,fr,,Released,"English, German, French",FR,7.1,1018.0,22.0,8.0,12.0,17.0,69.0,183.0,338.0,206.0,84.0,79.0,,,,,,,,,,,,,,,,7.0,Chabrol auteur work exploring occupation through spatial/politica,True,rule_only
tt0085342,https://www.imdb.com/title/tt0085342/,Circus Logic I-IV,movie,1983.0,,False,,,GB,GB,en,en,Circus Logic I-IV,,John Maybury,,,,,,independent film,,1483166.0,0.0,0.0,0.0789,0.0,0.0,en,,Released,English,GB,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Experimental video art series, minimal narrative structure, stron",False,llm_only
tt1160888,https://www.imdb.com/title/tt1160888/,I alli skini,movie,1975.0,48.0,False,,,GR,GR,el,el,The Other Scene,"Theodoros Angelopoulos, Giorgos Arvanitis",Mihalis Dimopoulos,Mihalis Dimopoulos,"A poetic documentation of the shooting of the film ""The Travelling Players"".",,,Documentary,,The Crew and Cast of 'O thiasos',629516.0,0.0,0.0,0.1926,0.0,0.0,el,,Released,Greek,GR,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Meta-documentary on avant-garde filmmaking, experimental structur",False,llm_only
tt0035160,https://www.imdb.com/title/tt0035160/,Ossessione,movie,1943.0,140.0,False,7.6,8531.0,IT,IT,it,it,Obsession,"Clara Calamai, Massimo Girotti, Dhia Cristiani, Elio Marcuzzo, Vittorio Duse",Luchino Visconti,"Luchino Visconti, Mario Alicata, Giuseppe De Santis, Gianni Puccini, James M. Cain, Alberto Moravia, Antonio Pietrangeli","Gino, a drifter, begins an affair with inn-owner Giovanna, and they plan to get rid of her older husband.","Gino, a young and handsome tramp, stops at a small roadside inn run by Giovanna. She is unsatisfied with her older husband Bragana, whom she only married for money. Gino and Giovanna fall in love. But Bragana is inhibiting their passion, and Giovanna refuses to run away with Gino.",,"Crime, Drama, Romance","infidelity, murder, homoeroticism, homosexual, passion, money, death, greed, based on novel, nihilism, train station, animal thief, man carries a woman, male police officer, police officer, lovers gang up against husband, drifter, italy, inn, blood, restaurant, bare chested male, offscreen sex, obsession, wine, wind, window shutters, water pump, wash tub, violin, violinist, unfaithfulness, undershirt, umbrella, truck exhaust, truck driver, truck accident, trieste italy, trattoria, train, train ticket, train conductor, thief, theft, theater, telephone call, tears, sweating, suitcase, stretcher, strega italy, street life, street entertainer, stove, storm, store, stockings, stairway, song, slip, sleeping on a beach, singing, singing contest, sidewalk cafe, sicily, shot in the back, shoes, shaving, senigallia italy, seduction, seashell, school uniform, scatovari italy, salesman, sailor, running, rumor, rotor, rorigo italy, rooftop, river, rifle, revenge, purse, prostitute, priest, poster, polesella italy, pocket watch, playing cards, piano, pianist, on the run, older man younger woman relationship, newspaper, naples italy, nail polish, musician, morgue, mine, mine worker, milan italy, mass, marsh, marriage, longshoreman, listening to a radio, lire, life insurance policy, lie, levee, la traviata, knitting, kitchen, kiss, itinerant laborer, investigator, insurance, insurance premium, illness, ice cream, husband wife relationship, hunting, horse, holding a seashell to one's ear, hitchhiker, heat, hat, hate, harmonica, harbor, genoa italy, friend, friendship, fortune teller, food, flutist, flute, fleeing, fishing, fisherman, ferrara italy, fate, fascist, fan, falling asleep, slapped in the face, extramarital affair, eel, duck, drink, donkey, dog, deception, dead body, dancing, dancer, crying, cook, confession, como italy, codigoro italy, closet, cigarette smoking, chicken, charm, champagne, celebration, cat, car accident, cage, cafe, bum, broken glass, boat, blowing nose, blackmail, bench, bedsheet, beach, bar, barefoot, ball of yarn, baby, artist, arm wrestling, arm sling, arm bandage, apuane mountains italy, applause, ancona italy, accordion, accident, foreign language adaptation, vagabond, male female relationship, unhappy marriage, truck, threat, singer, pregnancy, police, mechanic, life insurance, jealousy, investigation, gunfire, guilt, gas station, ferry, drunkenness, detective, bocce, bicycle, automobile accident, adultery, neorealism, lust, betrayal, controversy, bersagliero italy, one word title","Ajay Film Company, Industrie Cinematografiche Italiane (ICI), International Promotion (IP), Films sans Frontières, Les Films Marceau, Les Films du Siècle, Urania Film, Arthaus, BFI Video, Collection Ciné-Club, Homescreen, Homescreen, I.V.C., Image Entertainment, International Media, KI Corporation, Kinokuniya, Mainostelevisio (MTV3), PSG, Polydor, Ripley's Home Video, Umbrella Entertainment, VIGGO, Industrie Cinematografiche Italiane (ICI), Orchestra Sinfonica dell'EIAR",5155.0,0.0,0.0,1.9189,7.5,266.0,it,,Released,Italian,IT,7.5,9017.0,59.0,31.0,62.0,144.0,306.0,910.0,2334.0,3016.0,1243.0,912.0,,,,,,,,,,,,,,,,9.0,"Pioneering Italian neorealism, psychological complexity, auteur v",False,llm_only
tt0160141,https://www.imdb.com/title/tt0160141/,Co delat?,movie,1996.0,216.0,False,7.2,11.0,CZ,CZ,cs,cs,,"Antonín Baudys, Vlasta Chramostová, Petr Cibulka, Václav Havel, Ivan M. Jirous",Karel Vachek,"Karel Vachek, Karel Vachek",,,,Documentary,"question mark in title, prague czech republic, question in title, voyage, village fete, satire, politics, night life, essay, dispute, discussion, artist, actress, actor, 1990s","Barrandov Biografia, Ceská Televize, Krátký Film Praha",793282.0,0.0,0.0,0.084,0.0,0.0,cs,,Released,"English, Czech, German",CZ,6.9,13.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,8.0,"Czech experimental documentary with auteur vision, minimal commer",False,llm_only
tt0353540,https://www.imdb.com/title/tt0353540/,Huge Harry and the Institute of Artificial Art,movie,2000.0,,False,,,NL,NL,,,,"Jos de Bruin, Arthur Elsenaar, Kim Gordon, Hanneke Groenteman, Thurston Moore",Luuk Bouwman,,"A documentary about Huge Harry's life and ideas, and his collaboration with other machines, computer programs and human persons in the Institute of Artificial Art Amsterdam.","Sci-fi documentary about Huge Harry, alter ego of scientist and pioneer in algorithmic art Remko Scha (1945-2015). Using a synthesized voice and a 'human interface' Harry Harry talks about the future of art and humanity in his lecture 'Apes that program'. The documentary also features performances and archival footage of the influential guitar bands The Machines and The Solenoids.",,Documentary,character name in title,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Experimental documentary exploring conceptual art, technology, un",False,llm_only
tt11454366,https://www.imdb.com/title/tt11454366/,Train Kyiv-War,movie,2020.0,72.0,False,7.8,48.0,UA,UA,"ru, uk",ru,,"Kornii Hrytsiuk, Tasia Pugach",Kornii Hrytsiuk,Kornii Hrytsiuk,,"""The Train: Kyiv - War"" is a full-length documentary film directed by Korniy Gricyuk. The dramatic history of the Kyiv-Kostyantynivka train, with its passengers' unique fates, pain, memories, secrets, hopes, is a history of today Ukraine. Only 12.5 hours away from peaceful Kyiv is Kostyantynivka, a small industrial city in the eastern part of the country, immediately after which the front begins. This entire time people with different characters, social status, political views, and beliefs are traveling on the train side by side. They talk, debate, even quarrel, but speak to each other and go in a common direction. And what's important, they all want to get to peace. This film is the voice of ordinary people, the search for dialogue and the path to a common future, where everyone's voice will be heard.",,Documentary,"ukraine, train, kyiv ukraine","EasyLiving Films, Ukrainian Cultural Foundation",,,,,,,,,,,,7.6,52.0,1.0,1.0,1.0,0.0,2.0,4.0,12.0,17.0,7.0,7.0,,,,,,,,,,,,,,,,8.0,"Documentary on Kyiv conflict, auteur-directed, festival-circuit a",False,llm_only
tt0477151,https://www.imdb.com/title/tt0477151/,Artistentreue,movie,1919.0,,False,,,DE,DE,zxx,zxx,,"Hanne Brinkmann, Bruno Kastner, Karl Platen, Toni Tetzlaff, Leopold von Ledebur",Erik Lund,Georg Kaiser,,,,,,Ring-Film GmbH,868787.0,0.0,0.0,0.1595,0.0,0.0,de,,Released,,DE,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"German Expressionist silent film, avant-garde aesthetic, experime",False,llm_only
tt5451810,https://www.imdb.com/title/tt5451810/,L'autel de l'amitié,movie,1989.0,57.0,False,,,FR,FR,,,,,Raúl Ruiz,Raúl Ruiz,,,,Documentary,"cult director, friendship, philosophy, reference to louis xiv, rights, cannibalism, electricity, architecture, reference to robespierre, reference to danton, dialogue, robespierre, danton",Maison de la Culture du Havre,639343.0,0.0,0.0,0.077,0.0,0.0,fr,,Released,French,FR,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Ruiz's experimental documentary with complex formal structure,False,llm_only
